NEIGHBOURHOOD_158,HOOD_158,OFFENCE_YEAR,OFFENCE_CATEGORY,Total_Tickets
Bendale South,157,2014,Aggressive Driving,76
Bendale South,157,2014,All CAIA,57
Bendale South,157,2014,Distracted Driving,39
Bendale South,157,2014,Other HTA,174
Bendale South,157,2014,Speeding,43
Bendale South,157,2015,Aggressive Driving,76
Bendale South,157,2015,All CAIA,58
Bendale South,157,2015,Distracted Driving,32
Bendale South,157,2015,Other HTA,174
Bendale South,157,2015,Speeding,88
Bendale South,157,2016,Aggressive Driving,77
Bendale South,157,2016,All CAIA,85
Bendale South,157,2016,Distracted Driving,15
Bendale South,157,2016,Other HTA,230
Bendale South,157,2016,Speeding,129
Bendale South,157,2017,Aggressive Driving,86
Bendale South,157,2017,All CAIA,66
Bendale South,157,2017,Distracted Driving,26
Bendale South,157,2017,Other HTA,232
Bendale South,157,2017,Speeding,52
Bendale South,157,2018,Aggressive Driving,77
Bendale South,157,2018,All CAIA,57
Bendale South,157,2018,Distracted Driving,9
Bendale South,157,2018,Other HTA,180
Bendale South,157,2018,Speeding,83
Bendale South,157,2019,Aggressive Driving,99
Bendale South,157,2019,All CAIA,64
Bendale South,157,2019,Distracted Driving,12
Bendale South,157,2019,Other HTA,248
Bendale South,157,2019,Speeding,118
Bendale South,157,2020,Aggressive Driving,103
Bendale South,157,2020,All CAIA,51
Bendale South,157,2020,Distracted Driving,23
Bendale South,157,2020,Other HTA,227
Bendale South,157,2020,Speeding,187
Bendale South,157,2021,Aggressive Driving,75
Bendale South,157,2021,All CAIA,100
Bendale South,157,2021,Distracted Driving,30
Bendale South,157,2021,Other HTA,229
Bendale South,157,2021,Speeding,607
Bendale South,157,2022,Aggressive Driving,75
Bendale South,157,2022,All CAIA,76
Bendale South,157,2022,Distracted Driving,55
Bendale South,157,2022,Other HTA,197
Bendale South,157,2022,Speeding,408
Bendale South,157,2023,Aggressive Driving,36
Bendale South,157,2023,All CAIA,49
Bendale South,157,2023,Distracted Driving,7
Bendale South,157,2023,Other HTA,179
Bendale South,157,2023,Speeding,347
Bendale-Glen Andrew,156,2014,Aggressive Driving,318
Bendale-Glen Andrew,156,2014,All CAIA,108
Bendale-Glen Andrew,156,2014,Distracted Driving,33
Bendale-Glen Andrew,156,2014,Other HTA,279
Bendale-Glen Andrew,156,2014,Speeding,111
Bendale-Glen Andrew,156,2015,Aggressive Driving,250
Bendale-Glen Andrew,156,2015,All CAIA,130
Bendale-Glen Andrew,156,2015,Distracted Driving,38
Bendale-Glen Andrew,156,2015,Other HTA,292
Bendale-Glen Andrew,156,2015,Speeding,312
Bendale-Glen Andrew,156,2016,Aggressive Driving,313
Bendale-Glen Andrew,156,2016,All CAIA,173
Bendale-Glen Andrew,156,2016,Distracted Driving,50
Bendale-Glen Andrew,156,2016,Other HTA,523
Bendale-Glen Andrew,156,2016,Speeding,297
Bendale-Glen Andrew,156,2017,Aggressive Driving,197
Bendale-Glen Andrew,156,2017,All CAIA,109
Bendale-Glen Andrew,156,2017,Distracted Driving,52
Bendale-Glen Andrew,156,2017,Other HTA,358
Bendale-Glen Andrew,156,2017,Speeding,131
Bendale-Glen Andrew,156,2018,Aggressive Driving,309
Bendale-Glen Andrew,156,2018,All CAIA,123
Bendale-Glen Andrew,156,2018,Distracted Driving,19
Bendale-Glen Andrew,156,2018,Other HTA,317
Bendale-Glen Andrew,156,2018,Speeding,376
Bendale-Glen Andrew,156,2019,Aggressive Driving,255
Bendale-Glen Andrew,156,2019,All CAIA,129
Bendale-Glen Andrew,156,2019,Distracted Driving,22
Bendale-Glen Andrew,156,2019,Other HTA,330
Bendale-Glen Andrew,156,2019,Speeding,329
Bendale-Glen Andrew,156,2020,Aggressive Driving,209
Bendale-Glen Andrew,156,2020,All CAIA,220
Bendale-Glen Andrew,156,2020,Distracted Driving,27
Bendale-Glen Andrew,156,2020,Other HTA,457
Bendale-Glen Andrew,156,2020,Speeding,1833
Bendale-Glen Andrew,156,2021,Aggressive Driving,279
Bendale-Glen Andrew,156,2021,All CAIA,257
Bendale-Glen Andrew,156,2021,Distracted Driving,23
Bendale-Glen Andrew,156,2021,Other HTA,464
Bendale-Glen Andrew,156,2021,Speeding,2353
Bendale-Glen Andrew,156,2022,Aggressive Driving,246
Bendale-Glen Andrew,156,2022,All CAIA,186
Bendale-Glen Andrew,156,2022,Distracted Driving,44
Bendale-Glen Andrew,156,2022,Other HTA,450
Bendale-Glen Andrew,156,2022,Speeding,1530
Bendale-Glen Andrew,156,2023,Aggressive Driving,440
Bendale-Glen Andrew,156,2023,All CAIA,140
Bendale-Glen Andrew,156,2023,Distracted Driving,58
Bendale-Glen Andrew,156,2023,Other HTA,587
Bendale-Glen Andrew,156,2023,Speeding,1094
Birchcliffe-Cliffside,122,2014,Aggressive Driving,374
Birchcliffe-Cliffside,122,2014,All CAIA,103
Birchcliffe-Cliffside,122,2014,Distracted Driving,8
Birchcliffe-Cliffside,122,2014,Other HTA,244
Birchcliffe-Cliffside,122,2014,Speeding,143
Birchcliffe-Cliffside,122,2015,Aggressive Driving,352
Birchcliffe-Cliffside,122,2015,All CAIA,121
Birchcliffe-Cliffside,122,2015,Distracted Driving,14
Birchcliffe-Cliffside,122,2015,Other HTA,295
Birchcliffe-Cliffside,122,2015,Speeding,268
Birchcliffe-Cliffside,122,2016,Aggressive Driving,454
Birchcliffe-Cliffside,122,2016,All CAIA,196
Birchcliffe-Cliffside,122,2016,Distracted Driving,24
Birchcliffe-Cliffside,122,2016,Other HTA,407
Birchcliffe-Cliffside,122,2016,Speeding,426
Birchcliffe-Cliffside,122,2017,Aggressive Driving,343
Birchcliffe-Cliffside,122,2017,All CAIA,145
Birchcliffe-Cliffside,122,2017,Distracted Driving,7
Birchcliffe-Cliffside,122,2017,Other HTA,270
Birchcliffe-Cliffside,122,2017,Speeding,287
Birchcliffe-Cliffside,122,2018,Aggressive Driving,231
Birchcliffe-Cliffside,122,2018,All CAIA,121
Birchcliffe-Cliffside,122,2018,Distracted Driving,10
Birchcliffe-Cliffside,122,2018,Other HTA,251
Birchcliffe-Cliffside,122,2018,Speeding,590
Birchcliffe-Cliffside,122,2019,Aggressive Driving,696
Birchcliffe-Cliffside,122,2019,All CAIA,324
Birchcliffe-Cliffside,122,2019,Distracted Driving,15
Birchcliffe-Cliffside,122,2019,Other HTA,598
Birchcliffe-Cliffside,122,2019,Speeding,1458
Birchcliffe-Cliffside,122,2020,Aggressive Driving,431
Birchcliffe-Cliffside,122,2020,All CAIA,236
Birchcliffe-Cliffside,122,2020,Distracted Driving,13
Birchcliffe-Cliffside,122,2020,Other HTA,442
Birchcliffe-Cliffside,122,2020,Speeding,1669
Birchcliffe-Cliffside,122,2021,Aggressive Driving,281
Birchcliffe-Cliffside,122,2021,All CAIA,183
Birchcliffe-Cliffside,122,2021,Distracted Driving,35
Birchcliffe-Cliffside,122,2021,Other HTA,395
Birchcliffe-Cliffside,122,2021,Speeding,1473
Birchcliffe-Cliffside,122,2022,Aggressive Driving,206
Birchcliffe-Cliffside,122,2022,All CAIA,125
Birchcliffe-Cliffside,122,2022,Distracted Driving,20
Birchcliffe-Cliffside,122,2022,Other HTA,332
Birchcliffe-Cliffside,122,2022,Speeding,996
Birchcliffe-Cliffside,122,2023,Aggressive Driving,179
Birchcliffe-Cliffside,122,2023,All CAIA,106
Birchcliffe-Cliffside,122,2023,Distracted Driving,19
Birchcliffe-Cliffside,122,2023,Other HTA,297
Birchcliffe-Cliffside,122,2023,Speeding,864
Black Creek,24,2014,Aggressive Driving,100
Black Creek,24,2014,All CAIA,107
Black Creek,24,2014,Distracted Driving,12
Black Creek,24,2014,Other HTA,275
Black Creek,24,2014,Speeding,77
Black Creek,24,2015,Aggressive Driving,103
Black Creek,24,2015,All CAIA,107
Black Creek,24,2015,Distracted Driving,18
Black Creek,24,2015,Other HTA,281
Black Creek,24,2015,Speeding,129
Black Creek,24,2016,Aggressive Driving,136
Black Creek,24,2016,All CAIA,103
Black Creek,24,2016,Distracted Driving,13
Black Creek,24,2016,Other HTA,323
Black Creek,24,2016,Speeding,248
Black Creek,24,2017,Aggressive Driving,93
Black Creek,24,2017,All CAIA,93
Black Creek,24,2017,Distracted Driving,12
Black Creek,24,2017,Other HTA,262
Black Creek,24,2017,Speeding,78
Black Creek,24,2018,Aggressive Driving,105
Black Creek,24,2018,All CAIA,65
Black Creek,24,2018,Distracted Driving,9
Black Creek,24,2018,Other HTA,255
Black Creek,24,2018,Speeding,20
Black Creek,24,2019,Aggressive Driving,96
Black Creek,24,2019,All CAIA,60
Black Creek,24,2019,Distracted Driving,9
Black Creek,24,2019,Other HTA,218
Black Creek,24,2019,Speeding,11
Black Creek,24,2020,Aggressive Driving,136
Black Creek,24,2020,All CAIA,38
Black Creek,24,2020,Distracted Driving,9
Black Creek,24,2020,Other HTA,145
Black Creek,24,2020,Speeding,19
Black Creek,24,2021,Aggressive Driving,175
Black Creek,24,2021,All CAIA,36
Black Creek,24,2021,Distracted Driving,8
Black Creek,24,2021,Other HTA,116
Black Creek,24,2021,Speeding,8
Black Creek,24,2022,Aggressive Driving,270
Black Creek,24,2022,All CAIA,54
Black Creek,24,2022,Distracted Driving,19
Black Creek,24,2022,Other HTA,147
Black Creek,24,2022,Speeding,17
Black Creek,24,2023,Aggressive Driving,263
Black Creek,24,2023,All CAIA,68
Black Creek,24,2023,Distracted Driving,55
Black Creek,24,2023,Other HTA,292
Black Creek,24,2023,Speeding,40
Blake-Jones,69,2014,Aggressive Driving,162
Blake-Jones,69,2014,All CAIA,72
Blake-Jones,69,2014,Distracted Driving,36
Blake-Jones,69,2014,Other HTA,250
Blake-Jones,69,2014,Speeding,8
Blake-Jones,69,2015,Aggressive Driving,234
Blake-Jones,69,2015,All CAIA,83
Blake-Jones,69,2015,Distracted Driving,47
Blake-Jones,69,2015,Other HTA,296
Blake-Jones,69,2015,Speeding,13
Blake-Jones,69,2016,Aggressive Driving,208
Blake-Jones,69,2016,All CAIA,79
Blake-Jones,69,2016,Distracted Driving,41
Blake-Jones,69,2016,Other HTA,299
Blake-Jones,69,2016,Speeding,24
Blake-Jones,69,2017,Aggressive Driving,198
Blake-Jones,69,2017,All CAIA,83
Blake-Jones,69,2017,Distracted Driving,20
Blake-Jones,69,2017,Other HTA,328
Blake-Jones,69,2017,Speeding,48
Blake-Jones,69,2018,Aggressive Driving,101
Blake-Jones,69,2018,All CAIA,77
Blake-Jones,69,2018,Distracted Driving,33
Blake-Jones,69,2018,Other HTA,225
Blake-Jones,69,2018,Speeding,21
Blake-Jones,69,2019,Aggressive Driving,72
Blake-Jones,69,2019,All CAIA,58
Blake-Jones,69,2019,Distracted Driving,18
Blake-Jones,69,2019,Other HTA,257
Blake-Jones,69,2019,Speeding,17
Blake-Jones,69,2020,Aggressive Driving,44
Blake-Jones,69,2020,All CAIA,30
Blake-Jones,69,2020,Distracted Driving,3
Blake-Jones,69,2020,Other HTA,144
Blake-Jones,69,2020,Speeding,99
Blake-Jones,69,2021,Aggressive Driving,48
Blake-Jones,69,2021,All CAIA,18
Blake-Jones,69,2021,Distracted Driving,5
Blake-Jones,69,2021,Other HTA,95
Blake-Jones,69,2021,Speeding,49
Blake-Jones,69,2022,Aggressive Driving,33
Blake-Jones,69,2022,All CAIA,18
Blake-Jones,69,2022,Distracted Driving,4
Blake-Jones,69,2022,Other HTA,58
Blake-Jones,69,2022,Speeding,102
Blake-Jones,69,2023,Aggressive Driving,12
Blake-Jones,69,2023,All CAIA,4
Blake-Jones,69,2023,Distracted Driving,3
Blake-Jones,69,2023,Other HTA,32
Blake-Jones,69,2023,Speeding,18
Briar Hill-Belgravia,108,2014,Aggressive Driving,74
Briar Hill-Belgravia,108,2014,All CAIA,77
Briar Hill-Belgravia,108,2014,Distracted Driving,27
Briar Hill-Belgravia,108,2014,Other HTA,196
Briar Hill-Belgravia,108,2014,Speeding,4
Briar Hill-Belgravia,108,2015,Aggressive Driving,86
Briar Hill-Belgravia,108,2015,All CAIA,81
Briar Hill-Belgravia,108,2015,Distracted Driving,27
Briar Hill-Belgravia,108,2015,Other HTA,257
Briar Hill-Belgravia,108,2015,Speeding,7
Briar Hill-Belgravia,108,2016,Aggressive Driving,91
Briar Hill-Belgravia,108,2016,All CAIA,75
Briar Hill-Belgravia,108,2016,Distracted Driving,21
Briar Hill-Belgravia,108,2016,Other HTA,285
Briar Hill-Belgravia,108,2016,Speeding,12
Briar Hill-Belgravia,108,2017,Aggressive Driving,128
Briar Hill-Belgravia,108,2017,All CAIA,95
Briar Hill-Belgravia,108,2017,Distracted Driving,42
Briar Hill-Belgravia,108,2017,Other HTA,307
Briar Hill-Belgravia,108,2017,Speeding,7
Briar Hill-Belgravia,108,2018,Aggressive Driving,150
Briar Hill-Belgravia,108,2018,All CAIA,80
Briar Hill-Belgravia,108,2018,Distracted Driving,34
Briar Hill-Belgravia,108,2018,Other HTA,311
Briar Hill-Belgravia,108,2018,Speeding,4
Briar Hill-Belgravia,108,2019,Aggressive Driving,137
Briar Hill-Belgravia,108,2019,All CAIA,65
Briar Hill-Belgravia,108,2019,Distracted Driving,21
Briar Hill-Belgravia,108,2019,Other HTA,275
Briar Hill-Belgravia,108,2020,Aggressive Driving,67
Briar Hill-Belgravia,108,2020,All CAIA,28
Briar Hill-Belgravia,108,2020,Distracted Driving,6
Briar Hill-Belgravia,108,2020,Other HTA,127
Briar Hill-Belgravia,108,2020,Speeding,3
Briar Hill-Belgravia,108,2021,Aggressive Driving,27
Briar Hill-Belgravia,108,2021,All CAIA,31
Briar Hill-Belgravia,108,2021,Distracted Driving,13
Briar Hill-Belgravia,108,2021,Other HTA,98
Briar Hill-Belgravia,108,2021,Speeding,9
Briar Hill-Belgravia,108,2022,Aggressive Driving,29
Briar Hill-Belgravia,108,2022,All CAIA,17
Briar Hill-Belgravia,108,2022,Distracted Driving,7
Briar Hill-Belgravia,108,2022,Other HTA,87
Briar Hill-Belgravia,108,2022,Speeding,4
Briar Hill-Belgravia,108,2023,Aggressive Driving,44
Briar Hill-Belgravia,108,2023,All CAIA,39
Briar Hill-Belgravia,108,2023,Distracted Driving,24
Briar Hill-Belgravia,108,2023,Other HTA,151
Briar Hill-Belgravia,108,2023,Speeding,1
Bridle Path-Sunnybrook-York Mills,41,2014,Aggressive Driving,147
Bridle Path-Sunnybrook-York Mills,41,2014,All CAIA,62
Bridle Path-Sunnybrook-York Mills,41,2014,Distracted Driving,12
Bridle Path-Sunnybrook-York Mills,41,2014,Other HTA,81
Bridle Path-Sunnybrook-York Mills,41,2014,Speeding,260
Bridle Path-Sunnybrook-York Mills,41,2015,Aggressive Driving,194
Bridle Path-Sunnybrook-York Mills,41,2015,All CAIA,113
Bridle Path-Sunnybrook-York Mills,41,2015,Distracted Driving,14
Bridle Path-Sunnybrook-York Mills,41,2015,Other HTA,157
Bridle Path-Sunnybrook-York Mills,41,2015,Speeding,721
Bridle Path-Sunnybrook-York Mills,41,2016,Aggressive Driving,212
Bridle Path-Sunnybrook-York Mills,41,2016,All CAIA,91
Bridle Path-Sunnybrook-York Mills,41,2016,Distracted Driving,11
Bridle Path-Sunnybrook-York Mills,41,2016,Other HTA,177
Bridle Path-Sunnybrook-York Mills,41,2016,Speeding,651
Bridle Path-Sunnybrook-York Mills,41,2017,Aggressive Driving,194
Bridle Path-Sunnybrook-York Mills,41,2017,All CAIA,84
Bridle Path-Sunnybrook-York Mills,41,2017,Distracted Driving,12
Bridle Path-Sunnybrook-York Mills,41,2017,Other HTA,157
Bridle Path-Sunnybrook-York Mills,41,2017,Speeding,523
Bridle Path-Sunnybrook-York Mills,41,2018,Aggressive Driving,132
Bridle Path-Sunnybrook-York Mills,41,2018,All CAIA,67
Bridle Path-Sunnybrook-York Mills,41,2018,Distracted Driving,12
Bridle Path-Sunnybrook-York Mills,41,2018,Other HTA,126
Bridle Path-Sunnybrook-York Mills,41,2018,Speeding,356
Bridle Path-Sunnybrook-York Mills,41,2019,Aggressive Driving,96
Bridle Path-Sunnybrook-York Mills,41,2019,All CAIA,46
Bridle Path-Sunnybrook-York Mills,41,2019,Distracted Driving,16
Bridle Path-Sunnybrook-York Mills,41,2019,Other HTA,90
Bridle Path-Sunnybrook-York Mills,41,2019,Speeding,182
Bridle Path-Sunnybrook-York Mills,41,2020,Aggressive Driving,68
Bridle Path-Sunnybrook-York Mills,41,2020,All CAIA,56
Bridle Path-Sunnybrook-York Mills,41,2020,Distracted Driving,6
Bridle Path-Sunnybrook-York Mills,41,2020,Other HTA,111
Bridle Path-Sunnybrook-York Mills,41,2020,Speeding,920
Bridle Path-Sunnybrook-York Mills,41,2021,Aggressive Driving,114
Bridle Path-Sunnybrook-York Mills,41,2021,All CAIA,147
Bridle Path-Sunnybrook-York Mills,41,2021,Distracted Driving,68
Bridle Path-Sunnybrook-York Mills,41,2021,Other HTA,250
Bridle Path-Sunnybrook-York Mills,41,2021,Speeding,1178
Bridle Path-Sunnybrook-York Mills,41,2022,Aggressive Driving,46
Bridle Path-Sunnybrook-York Mills,41,2022,All CAIA,97
Bridle Path-Sunnybrook-York Mills,41,2022,Distracted Driving,68
Bridle Path-Sunnybrook-York Mills,41,2022,Other HTA,245
Bridle Path-Sunnybrook-York Mills,41,2022,Speeding,608
Bridle Path-Sunnybrook-York Mills,41,2023,Aggressive Driving,139
Bridle Path-Sunnybrook-York Mills,41,2023,All CAIA,218
Bridle Path-Sunnybrook-York Mills,41,2023,Distracted Driving,19
Bridle Path-Sunnybrook-York Mills,41,2023,Other HTA,604
Bridle Path-Sunnybrook-York Mills,41,2023,Speeding,1097
Broadview North,57,2014,Aggressive Driving,19
Broadview North,57,2014,All CAIA,9
Broadview North,57,2014,Distracted Driving,6
Broadview North,57,2014,Other HTA,34
Broadview North,57,2014,Speeding,18
Broadview North,57,2015,Aggressive Driving,26
Broadview North,57,2015,All CAIA,21
Broadview North,57,2015,Distracted Driving,18
Broadview North,57,2015,Other HTA,59
Broadview North,57,2015,Speeding,41
Broadview North,57,2016,Aggressive Driving,17
Broadview North,57,2016,All CAIA,25
Broadview North,57,2016,Distracted Driving,25
Broadview North,57,2016,Other HTA,63
Broadview North,57,2016,Speeding,38
Broadview North,57,2017,Aggressive Driving,11
Broadview North,57,2017,All CAIA,15
Broadview North,57,2017,Distracted Driving,15
Broadview North,57,2017,Other HTA,64
Broadview North,57,2017,Speeding,31
Broadview North,57,2018,Aggressive Driving,27
Broadview North,57,2018,All CAIA,29
Broadview North,57,2018,Distracted Driving,26
Broadview North,57,2018,Other HTA,89
Broadview North,57,2018,Speeding,68
Broadview North,57,2019,Aggressive Driving,31
Broadview North,57,2019,All CAIA,31
Broadview North,57,2019,Distracted Driving,15
Broadview North,57,2019,Other HTA,101
Broadview North,57,2019,Speeding,41
Broadview North,57,2020,Aggressive Driving,56
Broadview North,57,2020,All CAIA,21
Broadview North,57,2020,Distracted Driving,9
Broadview North,57,2020,Other HTA,79
Broadview North,57,2020,Speeding,41
Broadview North,57,2021,Aggressive Driving,48
Broadview North,57,2021,All CAIA,30
Broadview North,57,2021,Distracted Driving,37
Broadview North,57,2021,Other HTA,82
Broadview North,57,2021,Speeding,73
Broadview North,57,2022,Aggressive Driving,20
Broadview North,57,2022,All CAIA,39
Broadview North,57,2022,Distracted Driving,15
Broadview North,57,2022,Other HTA,48
Broadview North,57,2022,Speeding,261
Broadview North,57,2023,Aggressive Driving,25
Broadview North,57,2023,All CAIA,28
Broadview North,57,2023,Distracted Driving,12
Broadview North,57,2023,Other HTA,64
Broadview North,57,2023,Speeding,95
Brookhaven-Amesbury,30,2014,Aggressive Driving,208
Brookhaven-Amesbury,30,2014,All CAIA,183
Brookhaven-Amesbury,30,2014,Distracted Driving,62
Brookhaven-Amesbury,30,2014,Other HTA,596
Brookhaven-Amesbury,30,2014,Speeding,143
Brookhaven-Amesbury,30,2015,Aggressive Driving,304
Brookhaven-Amesbury,30,2015,All CAIA,227
Brookhaven-Amesbury,30,2015,Distracted Driving,209
Brookhaven-Amesbury,30,2015,Other HTA,639
Brookhaven-Amesbury,30,2015,Speeding,276
Brookhaven-Amesbury,30,2016,Aggressive Driving,335
Brookhaven-Amesbury,30,2016,All CAIA,222
Brookhaven-Amesbury,30,2016,Distracted Driving,63
Brookhaven-Amesbury,30,2016,Other HTA,650
Brookhaven-Amesbury,30,2016,Speeding,345
Brookhaven-Amesbury,30,2017,Aggressive Driving,191
Brookhaven-Amesbury,30,2017,All CAIA,190
Brookhaven-Amesbury,30,2017,Distracted Driving,51
Brookhaven-Amesbury,30,2017,Other HTA,584
Brookhaven-Amesbury,30,2017,Speeding,223
Brookhaven-Amesbury,30,2018,Aggressive Driving,217
Brookhaven-Amesbury,30,2018,All CAIA,150
Brookhaven-Amesbury,30,2018,Distracted Driving,51
Brookhaven-Amesbury,30,2018,Other HTA,453
Brookhaven-Amesbury,30,2018,Speeding,179
Brookhaven-Amesbury,30,2019,Aggressive Driving,201
Brookhaven-Amesbury,30,2019,All CAIA,136
Brookhaven-Amesbury,30,2019,Distracted Driving,21
Brookhaven-Amesbury,30,2019,Other HTA,418
Brookhaven-Amesbury,30,2019,Speeding,196
Brookhaven-Amesbury,30,2020,Aggressive Driving,265
Brookhaven-Amesbury,30,2020,All CAIA,158
Brookhaven-Amesbury,30,2020,Distracted Driving,21
Brookhaven-Amesbury,30,2020,Other HTA,446
Brookhaven-Amesbury,30,2020,Speeding,416
Brookhaven-Amesbury,30,2021,Aggressive Driving,214
Brookhaven-Amesbury,30,2021,All CAIA,90
Brookhaven-Amesbury,30,2021,Distracted Driving,35
Brookhaven-Amesbury,30,2021,Other HTA,253
Brookhaven-Amesbury,30,2021,Speeding,371
Brookhaven-Amesbury,30,2022,Aggressive Driving,270
Brookhaven-Amesbury,30,2022,All CAIA,106
Brookhaven-Amesbury,30,2022,Distracted Driving,32
Brookhaven-Amesbury,30,2022,Other HTA,303
Brookhaven-Amesbury,30,2022,Speeding,226
Brookhaven-Amesbury,30,2023,Aggressive Driving,242
Brookhaven-Amesbury,30,2023,All CAIA,123
Brookhaven-Amesbury,30,2023,Distracted Driving,27
Brookhaven-Amesbury,30,2023,Other HTA,421
Brookhaven-Amesbury,30,2023,Speeding,264
Cabbagetown-South St.James Town,71,2014,Aggressive Driving,128
